Player,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented,Value,Positions,Height,Main position
Guglielmo Vicario,8.14,119.9,22.0,0.0,0.0,0.0,0.0,0.0079979304103819,0.0,142.0,50.0,316.0,19.29506236553628,302.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,140.0,0.0,138.0,1802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,22.0,0.0,0.0,0.0,56.0,0.0,20.0,30.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,6.0,4.0,24.0,0.0,2.0,12.0,6.0,28.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,122.0,12.0,0.0,0.0,2.0,168.0,1520138.0,overall,12.0,2.744880677451399,€35.00m,['Goalkeeper'],"1,94 m",Goalkeeper
Guido Rodriguez,7.91,162.5,2.0,0.0,0.0,0.0,0.0,0.0531929913880642,0.0,116.0,40.0,50.0,43.41923316192897,238.0,96.0,26.0,0.0,0.0,68.0,8.0,18.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,6.0,34.0,64.691095890174,2.0,69.5284967130755,12.0,72.35617409176587,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,72.0,12.0,0.0,0.0,4.0,110.0,4.0,20.0,22.0,924.0,8.0,12.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,62.0,30.0,24.0,50.0,0.0,0.0,0.0,0.0,148.0,378.0,0.0,0.2581988869088705,0.0,14.0,1511984.0,overall,14.0,0.0,€20.00m,"['Defensive Midfield', 'Central Midfield']","1,85 m",Defensive Midfield
Hamza Choudhury,5.18,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585584.0,overall,0.0,0.0,€4.50m,"['Defensive Midfield', 'Central Midfield']","1,78 m",Defensive Midfield
Harrison Reed,7.32,77.1,12.0,0.0,0.0,0.0,0.0,0.0550892101012873,0.0,24.0,2.0,18.0,24.61869710997567,10.0,20.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,10.0,50.97863931647322,0.0,39.00200944183672,10.0,29.753051678035547,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,62.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,70.0,0.0,0.0,0.0,0.0,4.0,52.0,0.0,9.451502002502318e-05,0.0,0.0,1507886.0,overall,4.0,0.0,€13.00m,"['Central Midfield', 'Defensive Midfield', 'Right Midfield']","1,81 m",Central Midfield
Harry Clarke,7.23,14.0,2.0,0.0,0.0,0.0,0.0,0.1043665866539391,0.0,120.0,14.0,88.0,154.63518746066177,24.0,10.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,8.0,60.390261280193414,14.0,124.69432457466765,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.46723473225393,4.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,0.0,0.0,0.0,0.0,84.0,72.0,0.0,0.1289798469196131,0.0,2.0,1632250.0,overall,2.0,0.0,€5.00m,"['Right-Back', 'Centre-Back', 'Left-Back']","1,80 m",Right-Back
Harry Toffolo,7.35,6.6,0.0,0.0,0.0,0.0,0.0,0.0202347816870734,0.0,0.0,2.0,10.0,145.63811679155822,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,124.0,0.0,0.0,0.0,30.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0274907915456811,0.0,0.0,1510827.0,overall,0.0,0.0,€5.00m,"['Left-Back', 'Left Midfield']","1,83 m",Left-Back
Harry Wilson,0.0,18.0,2.0,2.0,0.0,0.0,0.0,0.2746416262832781,4.0,82.0,0.0,4.0,56.433048150317376,16.0,40.0,26.0,0.0,2.0,30.306540250300003,4.0,0.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.7789357737394482,0.0,20.0,0.0,66.0,364.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,68.41380201808212,0.0,0.0,0.0,0.0,48.0,0.0,8.0,12.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,46.0,13.041240583736425,0.0,0.0,0.0,28.0,122.0,0.0,0.4821122500494085,0.0,26.0,1507890.0,overall,8.0,0.0,€17.00m,"['Right Winger', 'Left Winger', 'Attacking Midfield']","1,73 m",Right Winger
Harry Winks,5.93,4.0,16.0,0.0,0.0,0.0,2.0,0.2756875790533564,2.0,460.0,46.0,1056.0,49.50589420436894,110.0,278.0,38.0,24.0,0.0,34.0,18.0,4.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,6.0,26.0,51.76970874027645,2.0,34.0,22.0,38.524081536504745,1714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,22.0,57.1384527749087,22.0,0.0,0.0,4.0,18.0,0.0,16.0,12.0,8.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,20.0,4.0,20.0,32.0,2.0,0.0,0.0,0.0,20.0,4.0,4.0,44.28128337260904,0.0,0.0,0.0,0.0,22.0,590.0,0.0,0.0100056783102671,0.0,68.0,1520198.0,overall,0.0,0.0,€12.00m,"['Defensive Midfield', 'Central Midfield']","1,78 m",Defensive Midfield
Harvey Elliott,6.71,0.9,0.0,0.0,0.0,0.0,0.0,0.0115276725427204,0.0,4.0,0.0,18.0,181.00162548606727,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1533330.0,overall,2.0,0.0,€35.00m,"['Central Midfield', 'Attacking Midfield', 'Right Winger']","1,70 m",Central Midfield
Hee-Chan Hwang,7.58,83.4,4.0,0.0,0.0,0.0,0.0,0.2156865058918337,0.0,116.0,14.0,56.0,70.68013567151499,24.0,72.0,34.0,0.0,0.0,7.231231276151867,0.0,0.0,0.0,0.0,0.0,2.0,72.0,0.0,0.0,0.0,12.0,16.645665817135665,0.0,36.530857804510774,6.0,35.901919155241686,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,20.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,92.43856658847837,0.0,0.0,0.0,0.0,24.0,74.0,0.0,0.0,0.0,22.0,1509877.0,overall,6.0,0.0,€25.00m,"['Centre-Forward', 'Left Winger', 'Right Winger']","1,77 m",Centre-Forward
Heung-min Son,8.71,134.5,0.0,2.0,8.0,0.0,2.0,2.2471572480666597,2.0,290.0,48.0,580.0,101.75565589069812,48.0,414.0,40.0,42.0,2.0,50.12248532114654,0.0,0.0,0.0,0.0,0.0,4.0,46.80585291263789,2.0,14.0,4.0,54.0,7.693564261861368,0.0,21.09960290560548,32.0,64.78190715665602,356.0,3.321886293595334,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,158.0,8.0,0.0,0.0,0.0,38.0,12.0,4.0,6.0,546.0,10.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,12.0,36.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,92.0,75.33353844176293,0.0,0.0,0.0,108.0,608.0,0.0,0.5607169674708059,0.0,20.0,1520196.0,overall,12.0,0.0,€45.00m,"['Left Winger', 'Centre-Forward', 'Second Striker']","1,84 m",Left Winger
Ian Maatsen,6.38,122.6,10.0,0.0,0.0,0.0,0.0,1.2369431932740982,0.0,0.0,22.0,102.0,63.853280228292235,40.0,96.0,30.0,2.0,4.0,32.947633992099185,2.0,0.0,0.0,0.0,0.0,4.0,33.40968838598587,0.0,0.0,0.0,0.0,70.6700459251565,2.0,114.0,12.0,40.73574584962109,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,70.0,0.0,4.0,2.0,204.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,15.0034600630122,0.0,0.0,0.0,0.0,68.0,80.0,0.0,0.1304879228955454,0.0,18.0,1511990.0,overall,4.0,0.0,€40.00m,"['Left-Back', 'Left Midfield', 'Left Winger']","1,78 m",Left-Back
Ibrahim Sangare,6.24,36.3,0.0,0.0,0.0,0.0,0.0,0.0331259778328956,0.0,48.0,48.0,58.0,96.13395113467942,36.0,54.0,22.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.143068980323815,8.0,68.66319605120935,32.0,47.38903628442567,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09071318548672,0.0,0.0,0.0,0.0,52.0,0.0,6.0,6.0,184.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,70.0,0.0,0.0,0.0,0.0,84.0,14.0,0.0,0.0372663383618925,0.0,16.0,1510833.0,overall,0.0,0.0,€30.00m,"['Defensive Midfield', 'Central Midfield']","1,91 m",Defensive Midfield
Ibrahima Konate,6.57,147.8,0.0,0.0,0.0,2.0,0.0,0.1598858543079548,2.0,46.0,12.0,772.0,172.1255215041868,680.0,188.0,62.0,4.0,0.0,136.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,6.0,42.508995471772515,48.0,162.55098032703128,64.0,111.29263321412904,372.0,12.2177350815953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.47188414535304,40.0,0.0,0.0,0.0,128.0,0.0,20.0,4.0,1354.0,8.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,36.0,10.0,2.0,128.57117719873065,1824.0,0.0,0.0,0.0,932.0,520.0,0.0,0.861803661284446,0.0,66.0,1508948.0,overall,22.0,0.0,€45.00m,['Centre-Back'],"1,94 m",Centre-Back
Idrissa Gueye,6.83,78.0,6.0,0.0,0.0,0.0,0.0,1.2386367398657978,0.0,776.0,80.0,412.0,104.82223194422832,84.0,44.0,136.0,6.0,6.0,29.42959139090142,18.0,8.0,2.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,96.0,90.15271732646096,8.0,59.40922903165958,124.0,39.277868119948586,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,12.0,116.65338293590808,4.0,0.0,0.0,28.0,52.0,2.0,14.0,14.0,1306.0,10.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,40.0,20.0,2.0,74.78471018481898,0.0,0.0,0.0,0.0,186.0,10.0,0.0,0.4320215158303384,0.0,44.0,1510726.0,overall,2.0,0.0,€2.00m,"['Central Midfield', 'Defensive Midfield']","1,74 m",Central Midfield
Iliman Ndiaye,6.02,181.7,6.0,2.0,0.0,0.0,0.0,0.547679669995434,2.0,356.0,36.0,316.0,142.0,8.0,212.0,116.0,12.0,42.0,37.48694911446451,32.0,0.0,0.0,0.0,0.0,8.0,59.06251803712593,14.0,10.0,6.0,0.0,43.4637940202487,2.0,38.0,42.0,52.33240541353862,1672.0,12.58587644778369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,106.0,0.0,0.0,0.0,14.0,108.0,4.0,0.0,0.0,838.0,28.0,14.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,80.0,20.0,78.0,6.0,0.0,0.0,0.0,18.0,22.0,22.0,4.493118939888809,238.0,0.0,0.0,0.0,176.0,30.0,0.0,0.4491966422785574,0.0,162.0,1510784.0,overall,8.0,0.0,€15.00m,"['Left Winger', 'Centre-Forward', 'Attacking Midfield']","1,80 m",Left Winger
Illia Zabarnyi,7.91,58.9,20.0,0.0,0.0,0.0,0.0,0.1960279423423566,0.0,922.0,58.0,820.0,139.39319372794188,644.0,388.0,140.0,0.0,2.0,122.0,14.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.073825124128994,44.0,114.06943915123064,2.0,79.69178564515434,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,45.37574497031616,68.0,0.0,0.0,2.0,184.0,0.0,104.0,36.0,1440.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,0.0,42.0,12.0,0.0,0.0,0.0,0.0,36.0,16.0,93.33147980650376,0.0,0.0,0.0,0.0,272.0,228.0,0.0,0.2754177741393717,0.0,78.0,1510823.0,overall,18.0,0.0,€32.00m,['Centre-Back'],"1,89 m",Centre-Back
Ismaila Sarr,7.56,142.8,24.0,0.0,8.0,4.0,0.0,3.288271180743716,0.0,54.0,82.0,12.0,103.61235772346062,42.0,176.0,84.0,6.0,4.0,40.0,2.0,2.0,0.0,0.0,0.0,6.0,12.0,12.0,16.0,2.0,24.0,29.31948828610706,14.0,32.018298918033366,46.0,14.741921967114877,172.0,4.014095961668333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,32.0,210.0,2.0,6.0,2.0,120.0,32.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,30.0,4.0,36.0,0.0,0.0,0.0,2.0,8.0,2.0,109.78011539733372,106.0,0.0,0.0,0.0,10.0,200.0,0.0,1.408171481931653,0.0,44.0,1515044.0,overall,2.0,0.0,€18.00m,"['Right Winger', 'Centre-Forward', 'Left Winger']","1,85 m",Right Winger
Issa Diop,6.82,30.0,2.0,0.0,0.0,0.0,0.0,0.0569499112877347,0.0,418.0,22.0,244.0,18.034462611085857,166.0,32.0,8.0,2.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.59704436685695,4.0,110.02452932612287,16.0,101.61688703911555,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.360567342199765,12.0,0.0,0.0,0.0,18.0,0.0,18.0,14.0,394.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,32.0,2.0,4.0,69.3613603699365,0.0,0.0,0.0,0.0,442.0,124.0,0.0,0.061539459198128,0.0,10.0,1507912.0,overall,6.0,0.0,€20.00m,['Centre-Back'],"1,94 m",Centre-Back
Jack Grealish,6.24,69.1,6.0,0.0,0.0,0.0,0.0,0.8780162514703937,0.0,224.0,36.0,22.0,121.47666654809514,86.0,344.0,272.0,10.0,4.0,48.24283862435608,4.0,0.0,0.0,0.0,0.0,0.0,27.494877793431204,0.0,2.0,0.0,60.0,76.36466616068779,0.0,18.35675024481063,48.0,77.2416060748037,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,135.19979581650404,2.0,0.0,0.0,6.0,80.0,0.0,16.0,2.0,140.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,4.0,24.0,12.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,34.0,20.0,0.0,0.4723170608781295,0.0,26.0,1527220.0,overall,6.0,0.0,€55.00m,"['Left Winger', 'Attacking Midfield', 'Left Midfield']","1,80 m",Left Winger
Jack Hinshelwood,5.77,12.5,18.0,0.0,0.0,0.0,0.0,0.5842448485977603,0.0,484.0,6.0,698.0,123.9782985422201,70.0,282.0,114.0,4.0,0.0,2.2966550682489313,14.0,0.0,2.0,0.0,0.0,0.0,27.085241965869297,2.0,4.0,0.0,4.0,75.47873977773867,2.0,12.6220800122461,24.0,26.652071947388713,72.0,13.952735219391888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,26.306244970939808,4.0,0.0,0.0,0.0,130.0,0.0,42.0,22.0,322.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,22.0,20.0,12.0,0.0,0.0,0.0,64.0,20.0,14.0,36.0,342.0,0.0,0.0,0.0,202.0,78.0,0.0,0.9440627908326328,0.0,38.0,1510768.0,overall,4.0,0.0,€20.00m,"['Central Midfield', 'Right-Back', 'Left-Back']","1,82 m",Central Midfield
Jack Stephens,7.79,119.6,16.0,0.0,0.0,0.0,0.0,0.252554441928122,0.0,346.0,42.0,190.0,4.823913511487319,594.0,252.0,136.0,2.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,57.83028678713846,6.0,85.1322088771204,32.0,31.08288428839998,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,80.0,46.0,0.0,0.0,0.0,94.0,0.0,22.0,8.0,720.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,18.0,6.0,41.10915572897537,0.0,0.0,0.0,0.0,364.0,34.0,0.0,0.0919958334554968,0.0,40.0,1510352.0,overall,4.0,0.0,€2.00m,"['Centre-Back', 'Defensive Midfield', 'Right-Back']","1,85 m",Centre-Back
Jack Taylor,6.63,30.5,12.0,0.0,0.0,0.0,0.0,0.0765824701541515,0.0,138.0,24.0,126.0,35.99966592075101,90.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,42.0,6.0,2.0,2.0,0.0,43.39220597443811,6.0,106.0,14.0,4.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,133.0852585706327,10.0,0.0,0.0,0.0,42.0,0.0,6.0,14.0,278.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14557907729446,0.0,0.0,0.0,0.0,26.0,38.0,0.0,0.5369339703547602,0.0,4.0,1508952.0,overall,12.0,0.0,€1.80m,"['Central Midfield', 'Defensive Midfield', 'Right Midfield']","1,85 m",Central Midfield
Jacob Ramsey,6.56,68.1,18.0,0.0,0.0,0.0,2.0,1.611282635502136,2.0,390.0,26.0,208.0,64.30915541422388,8.0,166.0,132.0,12.0,12.0,51.47629616615518,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,28.0,52.0,0.0,24.0,24.0,50.836616566342045,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,54.0,2.0,0.0,6.0,210.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,2.0,32.0,2.0,0.0,0.0,0.0,4.0,20.0,2.0,28.24070506362979,0.0,0.0,0.0,0.0,108.0,238.0,0.0,0.2687170315786319,0.0,0.0,1511988.0,overall,2.0,0.0,€32.00m,"['Attacking Midfield', 'Central Midfield', 'Left Midfield']","1,80 m",Attacking Midfield
