,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented
Jeffrey Schlupp,5.61,76,2,0,0,0,0,0.14758726397698801,0,10,2,62,148.31854627365544,6,40,24,0,0,64,2,0,0,0,0,0,2,0,2,0,4,50,4,6.804181605027637,8,38.32569060332849,200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,39.302607884494805,0,0,0,0,8,0,0,0,132,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,6,2,4,0,0,0,4,0,0,0,0,0,0,0,2,34,0,0.09011651192608246,0,2,1526823,overall,14,
Will Hughes,6.69,30.6,14,0,0,0,0,0.9182219649596918,0,352,66,632,143.65906613945847,216,48,134,18,0,30.892957629254937,20,8,8,0,0,2,15.747723192272659,2,0,2,46,3.5104201809272766,10,73.62173609323072,88,85.50084995530327,562,0,0,0,0,0,0,0,0,0,2,6,0,0,0,10,78.68281966943266,2,0,0,18,192,4,16,2,248,8,20,0,0,24,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,12,0,48,78,4,0,0,0,24,12,22,58.925178783578836,0,0,0,0,178,414,0,0.5126601140605227,0,76,1515022,overall,8,
Justin Devenny,6.18,9.6,4,0,0,0,0,0.137902947407561,0,28,16,116,36,10,34,6,4,0,14,12,0,0,0,0,0,10.2408398351008,4,0,0,2,40,0,42,6,4.404601897560639,124,50.02050671791201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.81328199428421,0,0,0,0,44,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,4,4,0,0,0,8,2,10,38,42,0,0,0,20,90,0,0.3158256520396568,0,10,1661192,overall,4,
Daniel Muñoz,6.56,195,0,0,0,4,0,0.5313634667891128,0,214,10,108,40.87339223419815,316,50,144,2,8,4.175412323050082,86,28,2,0,0,4,10.107211649417184,22,0,2,54,0,52,20.40668222647546,174,36.38923567800576,1938,6.636592009399578,0,0,0,0,0,0,0,0,4,0,0,0,0,10,28.38196475844947,30,0,0,0,300,8,24,4,448,8,8,0,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,16,34,16,74,20,0,0,0,18,2,30,35.8777562928375,1266,0,0,0,136,548,0,1.886757591967228,0,62,1515014,overall,24,
Marc Guéhi,7.55,120.8,6,0,2,0,0,0.3108947860717995,0,790,126,1166,153.31317843038838,96,98,98,12,6,92,10,8,0,0,0,0,34,2,0,0,44,61.80043881587822,68,35.70723931413601,80,104.55640187214249,1850,34.3419933761328,0,0,0,0,0,0,2,0,10,0,0,0,0,52,90.41295371391485,76,0,0,12,62,0,16,70,1314,20,0,0,0,2,0,2,0,0,4,0,0,0,0,12,0,0,0,0,0,0,4,0,0,8,0,0,22,30,0,0,0,100,34,6,4,764,0,0,0,328,226,2,1.6497662348615005,0,54,1514994,overall,12,
Maxence Lacroix,6.94,74.4,6,0,0,0,0,0.6672877472046272,0,394,176,152,5.082707915951119,202,48,26,4,8,22.259472306941404,22,4,4,0,0,0,0,2,0,16,10,0.7942746981459337,20,18.540941754336565,74,105.29620246164257,1016,0,0,0,0,0,0,0,0,0,10,0,0,0,0,46,69.64166048817559,50,0,0,0,138,0,82,24,400,8,2,0,0,4,0,0,0,0,2,0,0,0,0,6,2,0,0,0,0,0,12,0,0,4,4,2,26,24,0,0,0,124,18,6,43.71307611232031,0,0,0,0,216,262,0,1.3721701222540466,0,78,1585589,overall,12,
Caleb Kporha,5.46,2.8,0,0,0,0,0,0.006025803492912606,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,1661190,overall,0,
Chadi Riad,7.63,1.9,0,0,0,0,0,0.0009077622290955059,0,100,20,66,166.62710441094197,90,22,8,0,0,0,6,2,0,0,0,0,0,0,0,0,6,110.3014179014721,2,51.149389799404815,8,65.7667548082153,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,12,8,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,12,0,2,8,0,0,0,0,34,16,0,,0,0,1526819,overall,0,
Cheick Doucouré,5.67,90.4,0,0,0,0,0,0.0013235594383996657,0,70,14,174,55.303778959666914,82,56,2,0,2,36.28213513575986,8,6,0,0,0,0,0,6,0,2,24,98,0,16,8,98.70927221813295,106,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,4,0,0,0,18,0,2,2,158,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,2,0,0,0,4,4,0,35.971926868365756,0,0,0,0,90,44,0,0.2688621188882665,0,2,1515042,overall,10,
Ismaïla Sarr,7.56,142.8,24,0,8,4,0,3.288271180743716,0,54,82,12,103.61235772346062,42,176,84,6,4,40,2,2,0,0,0,6,12,12,16,2,24,29.31948828610706,14,32.018298918033366,46,14.741921967114877,172,4.014095961668333,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,32,210,2,6,2,120,32,8,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,6,30,4,36,0,0,0,2,8,2,109.78011539733373,106,0,0,0,10,200,0,1.4081714819316533,0,44,1515044,overall,2,
Chris Richards,6.54,10.1,0,0,0,0,0,0.01459584882027061,0,152,18,106,96.88922585285678,162,56,10,0,0,0,18,0,0,0,0,0,0,0,0,0,4,98,0,32,12,64.94852229520478,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,0,0,0,28,0,0,0,354,0,2,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,14,2,0,0,0,8,6,0,74,0,0,0,0,0,68,0,0.16535666448152755,0,16,1515024,overall,8,
Bruno Fernandes,7.56,187.5,4,0,8,4,6,0.34971576096823087,2,124,176,936,45.16703930129343,284,596,342,8,18,88,12,16,0,0,0,4,13.379473163567972,58,0,8,98,42.52266349342955,12,47.7857063374953,34,74.48977347727205,2154,0.3057249306098999,0,0,0,0,6,0,0,0,32,0,0,0,0,28,40.45725618657745,0,0,0,14,276,4,128,26,1254,10,10,0,0,24,2,8,0,0,4,0,0,0,0,14,0,0,0,0,0,0,26,132,0,50,32,46,94,22,0,0,0,14,16,16,37.69601512244418,726.3388565409239,0,0,0,182,598,0,0.6307421476159609,0,30,1507868,overall,2,
Marcus Rashford,8.09,19.2,6,6,4,2,0,1.3703077237301808,8,72,38,466,66.9932833678256,28,124,74,6,10,16.72321544278456,12,0,2,0,0,2,54.66507332096002,10,10,0,32,7.066658580273682,6,40.22716131050234,8,42,878,48.236218312976945,0,0,0,0,0,0,2,0,8,0,0,0,4,8,57.13440500653855,8,0,0,0,162,6,38,0,812,6,14,0,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,24,0,96,10,0,0,0,26,10,6,72.16967149144119,228,0,0,0,30,118,0,3.22462400805928,0,22,1507875,overall,14,
Alejandro Garnacho,7,160,14,0,0,4,0,0.5444693354624872,2,12,56,504,89.84349590035731,16,266,32,0,12,36.16747352572832,12,6,0,0,0,6,18,12,26,2,70,32.04659907979382,0,7.572357442605207,18,7.234195921433958,350,12.480361913325353,0,0,0,0,0,0,2,0,40,12,0,0,0,8,47.020926207977666,2,0,0,38,190,10,10,0,948,16,6,0,0,2,4,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,12,48,6,80,20,0,0,0,16,22,12,106.02928848811793,467.76254664951176,0,0,0,124,282,0,5.991977565812361,0,42,1507924,overall,6,
Antony,7.28,32.7,0,0,0,0,0,0.01269911677133119,0,14,4,12,58.38402892363861,0,2,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,28.067974175400053,0,0,2,45.26732724534122,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0.42257038308087763,0,4,1526321,overall,2,
Mason Mount,7.78,64.2,10,0,0,0,0,0.026883867613791593,0,110,22,146,155.11667526087828,58,18,6,4,0,0,4,0,2,0,0,0,34,2,2,0,0,57.000514055766374,0,30,0,44.82772551646166,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,2,26,0,10,2,86,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,6,18,2,0,0,0,2,4,2,57.446280117326324,0,0,0,0,60,26,0,0.56070854010703,0,2,1507866,overall,4,
Manuel Ugarte,6.96,117.3,14,0,0,0,0,0.02580931523577787,0,378,34,320,128.68670676374882,108,72,54,0,0,24,10,12,4,0,0,0,0,0,0,0,58,31.309308922374072,2,32.42176051737536,56,23.877665978367034,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,108.89024996757352,4,0,0,4,44,2,18,8,532,4,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,14,6,0,0,0,18,2,8,44.60662550017069,0,0,0,0,208,128,0,0.001157261842705478,0,20,1584996,overall,0,
Luke Shaw,6.49,21.5,2,0,0,0,0,0.025577022646559693,0,120,20,164,173.94200584998288,20,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,100,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,6,0,0,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,70,0,0,0,0,0,50,0,,0,0,1674339,overall,2,
Victor Lindelöf,7.46,0.7,2,0,0,0,0,0.0663091292456916,0,30,2,30,136.87626251711237,0,10,10,0,0,0,4,0,0,0,0,0,32,0,0,0,2,74,2,62,0,18,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,4,0,0,0,4,0,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,16,22,0,,0,0,1623480,overall,0,
Tyrell Malacia,7.21,5.4,0,0,0,0,0,0.005011381912056533,0,12,0,22,19.218405127440334,8,6,0,0,0,174,0,0,0,0,0,0,0,0,0,0,2,66,0,0,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,,0,0,1684530,overall,0,
Jonny Evans,6.66,0,8,0,0,0,0,0.04197226601747478,0,10,28,278,51.026584466755125,74,58,4,0,0,34,12,0,0,0,0,0,0,0,0,0,4,18,0,102,40,80.33320742200297,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.17173867795492015,16,0,0,0,12,0,4,0,164,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,4,0,0,0,0,2,0,119.86295944245573,0,0,0,0,266,60,0,0.16807961190105358,16,12,1507888,overall,8,
André Onana,8.02,62.5,16,0,0,0,0,0.2608438763894236,0,536,56,292,14.295142298695538,360,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,4,174,6,86.2836080259192,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,9.57634963968301,12,0,0,0,250,0,38,28,1250,0,0,0,0,0,0,0,0,68,4,2,0,18,10,0,0,0,4,4,8,0,10,0,0,0,0,0,0,0,0,0,0,244,20,0,58,0,0,0,10,568,40,0,,70,144,1507904,overall,22,5.226019656273219
Casemiro,8,47.3,10,0,2,0,0,1.3513652071855113,0,6,130,64,91.39968209705926,396,126,142,24,2,46,20,10,0,0,0,0,53.80710757108069,28,6,0,70,73.1542691905286,28,132.33554854248843,42,1.8033375373805711,182,7.559797431646837,0,0,0,0,0,0,0,0,2,6,0,0,0,16,7.936292061663615,38,0,0,8,126,6,10,0,1028,0,2,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,22,4,12,80,10,0,0,0,2,4,8,122.5426230116505,1454,0,0,0,166,340,2,1.6689865073261918,0,44,1507896,overall,16,
Amad Diallo,8,71.2,12,0,2,0,6,2.044116009211063,2,272,96,60,121.40085203583253,100,84,104,16,0,94.38642183307928,36,4,0,0,0,8,52.138478080748875,24,2,4,66,66.2500056719793,0,25.443506414370134,10,27.70068038227612,204,10.74886662361309,0,0,0,0,0,0,0,0,8,8,0,0,0,8,11.515145829886158,0,0,0,10,130,10,0,8,1008,14,10,0,0,0,4,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,32,18,4,54,8,0,0,0,4,6,32,116.18839974407852,1358,0,0,0,166,410,0,0.40037348461105315,0,14,1507862,overall,0,
Rasmus Højlund,6.94,14,4,0,0,0,0,0.0037712811806880076,0,140,14,60,88,50,18,42,2,0,15.254220347932431,0,0,0,0,0,0,48,4,2,0,16,13.914031700806419,0,22.228564587440513,6,12.650450183673648,616,24,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,6,48,2,2,2,136,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,16,2,70,0,0,0,0,0,12,0,0,406,0,0,0,8,114,0,1.6778172545499332,0,26,1598081,overall,10,
Leny Yoro,6.87,12.5,0,0,0,0,0,0.0031294840985271848,0,6,2,16,32.53695902093099,12,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,64,0,154,6,130,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.517520631001133,0,0,0,0,0,4,0,,0,0,1684532,overall,0,
Noussair Mazraoui,6.54,70.6,16,0,0,0,0,0.6221598521626001,0,708,10,1156,125.38727971935894,148,218,36,6,28,58,34,10,0,0,0,0,42.70916820710569,2,0,0,6,118.35218423296796,12,52.67141677845528,176,5.6362411827475825,1886,0,0,0,0,0,0,0,0,0,2,2,0,0,0,32,49.92012429645599,12,0,0,0,64,2,76,0,14,8,30,0,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,6,10,36,8,0,0,0,54,16,10,102.70185659397451,0,0,0,0,774,48,0,0.3077481019401541,2,66,1507918,overall,20,
Matthijs de Ligt,7,131.1,12,0,0,0,0,0.06429355122085668,0,822,84,232,47.75712170708769,546,118,28,2,0,0,14,18,2,0,0,0,52,12,2,0,24,5.470434098924073,14,75.88979797524539,2,99.41475776774902,1416,8.750941299466426,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20.336134501269022,22,0,0,2,98,0,14,4,754,0,16,0,0,2,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,48,20,0,0,0,2,16,8,62,750,0,0,0,324,166,0,0.6473005464915884,8,50,1507894,overall,10,
Diogo Dalot,7.85,187.8,22,0,0,0,0,1.9528332435677875,0,114,84,1274,77.799916425711,550,22,118,6,6,105.11934580009972,52,20,2,0,0,2,10.235503196895316,2,0,0,32,114.74522366701993,2,7.5853363534393665,8,105.50580700270629,1306,0,0,0,0,0,0,0,0,0,6,0,0,0,0,30,59.4120376177819,26,0,0,2,128,2,66,14,1210,4,16,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,6,8,14,4,0,0,0,42,20,36,127.26792524599708,0,0,0,0,226,142,0,0.155804918616673,0,102,1507920,overall,10,
Joshua Zirkzee,7.93,179.6,8,0,2,2,0,0.1439508702173749,2,102,4,116,29.084115213714952,32,142,78,0,0,32.181531748281685,0,2,0,0,0,0,0,10,8,4,2,49.0208343568923,10,60.8817530848602,2,58.94758184309359,14,10,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,146,2,2,0,224,2,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,14,2,82,0,0,0,0,2,4,0,30,109.14196192685503,0,0,0,116,68,0,0.577849888179446,0,20,1507923,overall,12,
Ben Brereton Díaz,6.18,51.2,6,0,0,0,0,0.10665958244936441,0,210,46,54,50.264374040682625,26,52,36,4,0,4.06579504359167,0,0,0,0,0,0,34,12,0,0,10,40,6,63.867015778854636,0,71.8867396343407,246,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,111.35627714398896,2,0,0,2,78,0,0,0,94,14,0,0,0,10,0,4,0,0,0,0,0,0,0,14,2,0,0,0,0,0,6,0,0,4,4,4,38,8,0,0,0,10,14,0,129.46972042435516,0,0,0,0,32,210,0,1.5976544382675275,0,14,1510360,overall,10,
Adam Armstrong,7.39,65.5,10,0,0,2,0,0.5784389553881913,4,12,48,262,64.99531031866981,48,86,64,4,0,61.2986182129492,10,0,2,0,0,2,29.283685389271955,32,10,0,22,40.97483165200612,0,8,24,46.25641091542536,682,10.44180099356378,0,0,0,0,0,0,2,0,12,2,0,0,0,0,37.55185498921375,0,0,0,14,80,0,0,2,12,2,2,0,0,2,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,4,6,8,64,4,0,0,0,6,10,0,5.806002776811781,185.54024348587723,0,0,0,78,92,0,4.246024835803331,0,4,1510350,overall,0,
Cameron Archer,5.5,164.3,26,0,0,0,0,0.24784739658266733,2,100,12,76,62.23523715408166,18,36,18,0,0,39.54886502566794,6,0,0,0,0,0,0,10,6,0,10,56.58317805661469,6,38,26,60.35166708209872,636,17.87210309506161,0,0,0,0,0,0,0,0,32,0,0,0,0,0,148,2,0,0,4,0,4,6,2,222,10,6,2,0,2,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,14,0,0,0,24,0,52,12,0,0,0,0,10,2,88.73759228444266,180.34409924767033,0,0,0,18,28,0,6.676085959395654,0,30,1510382,overall,0,
Ross Stewart,6.21,32,4,0,0,0,0,0.03623846037837178,0,24,6,38,98,18,6,4,0,0,20,0,0,0,0,0,0,0,2,0,0,8,15.414451508378782,0,55.14478672368717,0,48.4861532876858,144,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,6,22,0,0,0,32,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,10,0,0,0,0,0,0,0,0,0,0,0,46,16,0,0.16771154275085692,0,0,1584988,overall,4,
Lesley Ugochukwu,7.41,55.9,4,0,0,0,0,0.0011048306671989222,0,134,10,92,148.4432258793821,62,18,20,2,2,130,0,0,0,0,0,0,0,0,0,0,0,50.36236722652126,2,132,18,28,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,206,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,8,2,10,0,0,0,0,38,20,0,0.07949049120529827,0,16,1584990,overall,6,
Samuel Amo-Ameyaw,6.97,2.2,0,0,0,0,0,0.2463619716137066,0,4,0,6,172,0,2,2,0,0,0,0,0,0,0,0,0,106,0,0,0,0,26.9018129268849,0,0,0,55.02528082631275,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.023339047777766006,0,0,1510374,overall,0,
Ryan Fraser,6.58,12.5,4,0,0,0,0,0.1906936597743299,0,80,0,160,98.71022669261727,52,42,16,2,0,19.35106277941506,10,0,0,0,0,0,0,0,0,0,10,17.659275455972264,0,42,18,77.55168329114707,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,14,0,0,0,62,0,0,0,174,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,12,0,0,0,0,0,2,0,12.373074002788783,0,0,0,0,80,48,0,0.002856702256797232,0,4,1584984,overall,10,
Flynn Downes,8.06,27.7,20,0,0,0,0,0.23899559543323812,0,260,92,406,11.463684202893859,596,414,108,14,0,7.837699394222618,46,28,0,0,0,0,0,0,0,0,82,30.380209056545326,0,61.211308533427854,20,60.861751558713095,1236,27.641454280294177,0,0,0,0,0,0,0,0,2,0,0,0,0,8,56,36,0,0,14,148,0,6,8,574,22,30,0,0,24,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,8,0,0,16,10,0,66,2,0,0,0,2,32,4,89.21217582009882,142,0,0,0,134,472,0,0.5581420466780347,0,42,1510362,overall,18,
Jan Bednarek,6.53,53.6,0,0,0,0,0,0.434590108216259,0,508,26,318,70.05611228009154,152,452,114,4,2,16,2,14,4,0,0,0,0,0,0,0,24,15.266441778049433,20,84.16879876306925,34,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,128.798803287626,84,0,0,0,74,0,16,18,270,2,16,0,0,10,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,2,0,0,12,2,0,0,0,72,10,4,46,0,0,0,0,552,122,0,0.009591498005897932,82,62,1510372,overall,4,
Charlie Taylor,6.41,80.5,4,0,0,0,0,0.16802426517999147,0,104,14,182,74.42546354783688,128,2,12,0,0,120,12,2,0,0,0,0,24.849198819897367,0,0,0,6,41.245864573379464,4,48.05475498765492,8,20,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,12,0,0,0,22,0,6,0,366,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,4,2,0,0,0,0,4,0,21.400754335301713,0,0,0,0,10,80,0,,0,0,1527044,overall,10,
Jack Stephens,7.79,119.6,16,0,0,0,0,0.25255444192812204,0,346,42,190,4.823913511487319,594,252,136,2,0,0,4,2,2,2,0,0,0,0,0,2,0,57.83028678713846,6,85.1322088771204,32,31.08288428839998,738,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,80,46,0,0,0,94,0,22,8,720,2,8,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,14,0,0,0,4,0,4,2,0,0,0,6,18,6,41.10915572897537,0,0,0,0,364,34,0,0.09199583345549683,0,40,1510352,overall,4,
James Bree,7.25,9.2,0,0,0,0,0,0.030958822247327378,0,30,2,82,102.04933850230798,0,20,4,2,0,72,0,0,0,0,0,0,18,0,0,0,0,57.63943934949418,0,80,2,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.87251041643978,0,0,0,0,12,0,2,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,4,16,0,,0,0,1642013,overall,2,
Alex McCarthy,7.74,3.7,4,0,0,0,0,0.0009582689066330452,0,4,2,26,134.10477990289164,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,174,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26.266175561711123,0,2,0,0,24,0,6,0,158,0,0,0,0,0,0,0,0,14,0,0,0,2,4,2,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,4,98,4,0,,18,24,1510396,overall,4,0.521774107809678
Joe Lumley,7.7,5.5,0,0,0,0,0,0.002697455166008215,0,28,56,192,70.28376735559382,94,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37.05506203694636,0,0,0,0,38,0,4,8,236,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6,0,0,0,0,0,0,40,16,0,,4,26,1680813,overall,0,0.2820106387841931
Kamaldeen Sulemana,7.18,32,0,0,0,0,0,0.014559649871905691,0,2,0,18,170,8,4,2,0,0,14,0,2,0,0,0,0,0,0,0,0,2,61.10594354834822,0,0,0,63.07603584601229,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,160,0,0,0,0,8,8,0,0.008083310515064713,0,0,1632200,overall,4,
Ryan Manning,7.84,33.1,2,0,0,0,0,0.6508238953604301,0,166,8,230,140.29782850034638,180,22,14,0,6,75.82910211855136,16,2,0,0,0,6,10.272227183815293,2,0,0,42,57.73803305487638,6,146,32,30.62970730471686,362,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,88,4,0,0,0,58,0,4,0,402,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,10,0,0,2,4,54,24,2,0,0,0,12,2,8,76,0,0,0,0,30,144,0,0.10938310893502831,0,2,1622500,overall,10,
Will Smallbone,5.46,26.2,6,0,0,0,0,0.18687021291876604,0,2,20,76,69.55783740236554,68,36,10,4,0,138,6,0,0,0,0,0,15.990194106153373,0,0,0,16,10.369406510152082,0,76,0,74.90536284690113,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.06863833222624294,0,0,0,2,88,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,22,8,0,0,0,0,4,0,4,73.33085997496552,0,0,0,0,52,48,0,0.5471923396081628,0,8,1510390,overall,0,
